texto,dependencia
"Hola, acta de divorcio cuanto cuesta",Consejería Jurídica (Registro Civil)
"Por favor, acta de divorcio cuanto cuesta",Consejería Jurídica (Registro Civil)
necesito una copia certificada de mi nacimiento,Consejería Jurídica (Registro Civil)
"Hola, necesito una copia certificada de mi nacimiento. Por favor ayúdenme.",Consejería Jurídica (Registro Civil)
"Por favor, me hace falta una copia certificada de mi nacimiento",Consejería Jurídica (Registro Civil)
preciso una copia certificada de mi nacimiento,Consejería Jurídica (Registro Civil)
queremos casarnos en la boda colectiva gratis,Consejería Jurídica (Registro Civil)
"Hola, queremos casarnos en la boda colectiva gratis. Por favor ayúdenme.",Consejería Jurídica (Registro Civil)
"Buen día, queremos casarnos en la boda colectiva gratis, gracias",Consejería Jurídica (Registro Civil)
"Buen día, queremos casarnos en la boda colectiva gratis",Consejería Jurídica (Registro Civil)
horario del registro civil del centro,Consejería Jurídica (Registro Civil)
"Por favor, horario del registro civil del centro.",Consejería Jurídica (Registro Civil)
horario del registro civil del centro.,Consejería Jurídica (Registro Civil)
"Por favor, horario del registro civil del centro, gracias",Consejería Jurídica (Registro Civil)
corregir apellido en mi acta tiene error de dedo,Consejería Jurídica (Registro Civil)
"Por favor, corregir apellido en mi acta tiene error de dedo, gracias",Consejería Jurídica (Registro Civil)
"Buen día, corregir apellido en mi acta tiene error de dedo, gracias",Consejería Jurídica (Registro Civil)
"Hola, corregir apellido en mi acta tiene error de dedo",Consejería Jurídica (Registro Civil)
reconocimiento de hijos tramite,Consejería Jurídica (Registro Civil)
"Por favor, reconocimiento de hijos tramite, gracias",Consejería Jurídica (Registro Civil)
"Hola, reconocimiento de hijos tramite. Por favor ayúdenme.",Consejería Jurídica (Registro Civil)
"Por favor, reconocimiento de hijos tramite.",Consejería Jurídica (Registro Civil)
ambulancia urgente atropellaron a un perro y al dueño,Secretaría de Salud de Yucatán (SSY)
"al dueño, ambulancia de manera urgente atropellaron a un perro",Secretaría de Salud de Yucatán (SSY)
"al dueño, ambulancia urgente atropellaron a un perro",Secretaría de Salud de Yucatán (SSY)
"Buen día, al dueño, ambulancia de manera urgente atropellaron a un perro, gracias",Secretaría de Salud de Yucatán (SSY)
mi abuelo se infarto manden ayuda,Secretaría de Salud de Yucatán (SSY)
"Hola, mi abuelo se infarto manden ayuda, gracias",Secretaría de Salud de Yucatán (SSY)
mi abuelo se infarto manden apoyo,Secretaría de Salud de Yucatán (SSY)
mi abuelo se infarto manden asistencia,Secretaría de Salud de Yucatán (SSY)
donde hay suero antiviperino me pico una nauyaca,Secretaría de Salud de Yucatán (SSY)
"Por favor, en qué lugar hay suero antiviperino me pico una nauyaca. Por favor ayúdenme.",Secretaría de Salud de Yucatán (SSY)
"Hola, donde hay suero antiviperino me pico una nauyaca",Secretaría de Salud de Yucatán (SSY)
"donde hay suero antiviperino me pico una nauyaca, gracias",Secretaría de Salud de Yucatán (SSY)
tengo sintomas de covid donde me hacen prueba,Secretaría de Salud de Yucatán (SSY)
"Por favor, tengo sintomas de covid donde me hacen prueba, gracias",Secretaría de Salud de Yucatán (SSY)
tengo sintomas de covid donde me hacen prueba. Por favor ayúdenme.,Secretaría de Salud de Yucatán (SSY)
tengo sintomas de covid dónde me hacen prueba.,Secretaría de Salud de Yucatán (SSY)
psicologo gratis para ansiedad severa,Secretaría de Salud de Yucatán (SSY)
"Hola, psicologo gratis para ansiedad severa, gracias",Secretaría de Salud de Yucatán (SSY)
"Buen día, psicologo gratis para ansiedad severa.",Secretaría de Salud de Yucatán (SSY)
psicologo gratis para ansiedad severa. Por favor ayúdenme.,Secretaría de Salud de Yucatán (SSY)
mi hermano es alcoholico y queremos internarlo,Secretaría de Salud de Yucatán (SSY)
"Por favor, queremos internarlo, mi hermano es alcoholico. Por favor ayúdenme.",Secretaría de Salud de Yucatán (SSY)
"mi hermano es alcoholico y queremos internarlo, gracias",Secretaría de Salud de Yucatán (SSY)
"Buen día, queremos internarlo, mi hermano es alcoholico.",Secretaría de Salud de Yucatán (SSY)
centro de atencion para intentos de suicidio,Secretaría de Salud de Yucatán (SSY)
"Por favor, centro de atencion para intentos de suicidio.",Secretaría de Salud de Yucatán (SSY)
"Buen día, centro de atencion para intentos de suicidio",Secretaría de Salud de Yucatán (SSY)
"Por favor, centro de atencion para intentos de suicidio",Secretaría de Salud de Yucatán (SSY)
quiero pastillas anticonceptivas regaladas,Secretaría de Salud de Yucatán (SSY)
"Buen día, quiero pastillas anticonceptivas regaladas. Por favor ayúdenme.",Secretaría de Salud de Yucatán (SSY)
"Por favor, quiero pastillas anticonceptivas regaladas.",Secretaría de Salud de Yucatán (SSY)
"Buen día, deseo pastillas anticonceptivas regaladas, gracias",Secretaría de Salud de Yucatán (SSY)
control prenatal en centro de salud,Secretaría de Salud de Yucatán (SSY)
"control prenatal en centro de salud, gracias",Secretaría de Salud de Yucatán (SSY)
"Hola, control prenatal en centro de salud",Secretaría de Salud de Yucatán (SSY)
"Por favor, control prenatal en centro de salud, gracias",Secretaría de Salud de Yucatán (SSY)
fumigacion urgente hay dengue hemorragico en la cuadra,Secretaría de Salud de Yucatán (SSY)
"Por favor, fumigacion de manera urgente hay dengue hemorragico en la cuadra, gracias",Secretaría de Salud de Yucatán (SSY)
"Por favor, fumigacion de manera urgente hay dengue hemorragico en la cuadra",Secretaría de Salud de Yucatán (SSY)
"Hola, fumigacion urgente hay dengue hemorragico en la cuadra",Secretaría de Salud de Yucatán (SSY)
mucho mosco en la cienega vengan a fumigar,Secretaría de Salud de Yucatán (SSY)
"Por favor, mucho mosco en la cienega vengan a fumigar, gracias",Secretaría de Salud de Yucatán (SSY)
"Por favor, mucho mosco en la cienega vengan a fumigar. Por favor ayúdenme.",Secretaría de Salud de Yucatán (SSY)
"Hola, mucho mosco en la cienega vengan a fumigar, gracias",Secretaría de Salud de Yucatán (SSY)
campaña de esterilizacion de gatos,Secretaría de Salud de Yucatán (SSY)
"Hola, campaña de esterilizacion de gatos",Secretaría de Salud de Yucatán (SSY)
"Por favor, campaña de esterilizacion de gatos, gracias",Secretaría de Salud de Yucatán (SSY)
"Hola, campaña de esterilizacion de gatos, gracias",Secretaría de Salud de Yucatán (SSY)
medico para diabetes e hipertension,Secretaría de Salud de Yucatán (SSY)
"Hola, medico para diabetes e hipertension.",Secretaría de Salud de Yucatán (SSY)
"Buen día, medico para diabetes e hipertension",Secretaría de Salud de Yucatán (SSY)
"Por favor, medico para diabetes e hipertension, gracias",Secretaría de Salud de Yucatán (SSY)
nutriologo para obesidad morbida,Secretaría de Salud de Yucatán (SSY)
"Por favor, nutriologo para obesidad morbida, gracias",Secretaría de Salud de Yucatán (SSY)
nutriologo para obesidad morbida. Por favor ayúdenme.,Secretaría de Salud de Yucatán (SSY)
"Por favor, nutriologo para obesidad morbida. Por favor ayúdenme.",Secretaría de Salud de Yucatán (SSY)
cartilla de vacunacion para niño de 2 años,Secretaría de Salud de Yucatán (SSY)
"Por favor, cartilla de vacunacion para niño de 2 años.",Secretaría de Salud de Yucatán (SSY)
"Hola, cartilla de vacunacion para niño de 2 años. Por favor ayúdenme.",Secretaría de Salud de Yucatán (SSY)
"Buen día, cartilla de vacunacion para niño de 2 años.",Secretaría de Salud de Yucatán (SSY)
tengo un absceso en la encia necesito dentista,Secretaría de Salud de Yucatán (SSY)
tengo un absceso en la encia preciso dentista,Secretaría de Salud de Yucatán (SSY)
"tengo un absceso en la encia necesito dentista, gracias",Secretaría de Salud de Yucatán (SSY)
tengo un absceso en la encia me hace falta dentista,Secretaría de Salud de Yucatán (SSY)
extraccion de muela del juicio gratis,Secretaría de Salud de Yucatán (SSY)
"extraccion de muela del juicio gratis, gracias",Secretaría de Salud de Yucatán (SSY)
"Buen día, extraccion de muela del juicio gratis. Por favor ayúdenme.",Secretaría de Salud de Yucatán (SSY)
"Buen día, extraccion de muela del juicio gratis.",Secretaría de Salud de Yucatán (SSY)
negligencia medica en el hospital ohoran queja,Secretaría de Salud de Yucatán (SSY)
"Hola, negligencia medica en el hospital ohoran queja.",Secretaría de Salud de Yucatán (SSY)
"Por favor, negligencia medica en el hospital ohoran queja. Por favor ayúdenme.",Secretaría de Salud de Yucatán (SSY)
"Buen día, negligencia medica en el hospital ohoran queja.",Secretaría de Salud de Yucatán (SSY)
denunciar a un doctor particular por mala praxis,Secretaría de Salud de Yucatán (SSY)
"Por favor, denunciar a un doctor particular por mala praxis.",Secretaría de Salud de Yucatán (SSY)
"Por favor, denunciar a un doctor particular por mala praxis",Secretaría de Salud de Yucatán (SSY)
"Hola, denunciar a un doctor particular por mala praxis. Por favor ayúdenme.",Secretaría de Salud de Yucatán (SSY)
paquete escolar bienestar cuando lo entregan,Secretaría de Bienestar (SEDESOL Yucatán)
"Buen día, paquete escolar bienestar cuando lo entregan",Secretaría de Bienestar (SEDESOL Yucatán)
"Buen día, paquete escolar bienestar cuando lo entregan. Por favor ayúdenme.",Secretaría de Bienestar (SEDESOL Yucatán)
"paquete escolar bienestar cuando lo entregan, gracias",Secretaría de Bienestar (SEDESOL Yucatán)
mi hijo rompio sus zapatos de la escuela necesito otros,Secretaría de Bienestar (SEDESOL Yucatán)
mi hijo rompio sus zapatos de la escuela requiero otros,Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, mi hijo rompio sus zapatos de la escuela necesito otros.",Secretaría de Bienestar (SEDESOL Yucatán)
"Buen día, mi hijo rompio sus zapatos de la escuela requiero otros",Secretaría de Bienestar (SEDESOL Yucatán)
beca economica para estudiantes de bajos recursos,Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, beca economica para estudiantes de bajos recursos, gracias",Secretaría de Bienestar (SEDESOL Yucatán)
"Buen día, beca economica para estudiantes de bajos recursos.",Secretaría de Bienestar (SEDESOL Yucatán)
"Hola, beca economica para estudiantes de bajos recursos",Secretaría de Bienestar (SEDESOL Yucatán)
apoyo de material para construir un cuarto extra,Secretaría de Bienestar (SEDESOL Yucatán)
"Hola, apoyo de material para construir un cuarto extra",Secretaría de Bienestar (SEDESOL Yucatán)
"Hola, apoyo de material para construir un cuarto extra.",Secretaría de Bienestar (SEDESOL Yucatán)
"Buen día, apoyo de material para construir un cuarto extra, gracias",Secretaría de Bienestar (SEDESOL Yucatán)
piso de cemento para mi cocina,Secretaría de Bienestar (SEDESOL Yucatán)
"Buen día, piso de cemento para mi cocina, gracias",Secretaría de Bienestar (SEDESOL Yucatán)
piso de cemento para mi cocina.,Secretaría de Bienestar (SEDESOL Yucatán)
"Hola, piso de cemento para mi cocina, gracias",Secretaría de Bienestar (SEDESOL Yucatán)
construccion de baño ecologico apoyo,Secretaría de Bienestar (SEDESOL Yucatán)
"Hola, construccion de baño ecologico apoyo.",Secretaría de Bienestar (SEDESOL Yucatán)
"Buen día, construccion de baño ecologico apoyo.",Secretaría de Bienestar (SEDESOL Yucatán)
construccion de baño ecologico apoyo.,Secretaría de Bienestar (SEDESOL Yucatán)
soy jefa de familia y necesito la tarjeta mujeres,Secretaría de Bienestar (SEDESOL Yucatán)
"soy jefa de familia, necesito la tarjeta mujeres",Secretaría de Bienestar (SEDESOL Yucatán)
"Buen día, soy jefa de familia y me hace falta la tarjeta mujeres",Secretaría de Bienestar (SEDESOL Yucatán)
"Hola, soy jefa de familia y requiero la tarjeta mujeres",Secretaría de Bienestar (SEDESOL Yucatán)
despensa mensual para madres solteras,Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, despensa mensual para madres solteras. Por favor ayúdenme.",Secretaría de Bienestar (SEDESOL Yucatán)
"Hola, despensa mensual para madres solteras.",Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, despensa mensual para madres solteras.",Secretaría de Bienestar (SEDESOL Yucatán)
microcredito para comprar mercancía de catalogo,Secretaría de Bienestar (SEDESOL Yucatán)
microcredito para comprar mercancía de catalogo. Por favor ayúdenme.,Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, microcredito para comprar mercancía de catalogo. Por favor ayúdenme.",Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, microcredito para comprar mercancía de catalogo.",Secretaría de Bienestar (SEDESOL Yucatán)
prestamo chiquito para mi puesto de antojitos,Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, prestamo chiquito para mi puesto de antojitos. Por favor ayúdenme.",Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, prestamo chiquito para mi puesto de antojitos, gracias",Secretaría de Bienestar (SEDESOL Yucatán)
"Hola, prestamo chiquito para mi puesto de antojitos.",Secretaría de Bienestar (SEDESOL Yucatán)
herramientas de carpinteria a credito social,Secretaría de Bienestar (SEDESOL Yucatán)
"Buen día, herramientas de carpinteria a credito social.",Secretaría de Bienestar (SEDESOL Yucatán)
herramientas de carpinteria a credito social.,Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, herramientas de carpinteria a credito social. Por favor ayúdenme.",Secretaría de Bienestar (SEDESOL Yucatán)
alojamiento gratis cerca del hospital tengo paciente,Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, alojamiento gratis cerca del hospital tengo paciente. Por favor ayúdenme.",Secretaría de Bienestar (SEDESOL Yucatán)
alojamiento gratis cerca del hospital tengo paciente.,Secretaría de Bienestar (SEDESOL Yucatán)
"alojamiento gratis cerca del hospital tengo paciente, gracias",Secretaría de Bienestar (SEDESOL Yucatán)
comida caliente para familiares en sala de espera,Secretaría de Bienestar (SEDESOL Yucatán)
"Buen día, comida caliente para familiares en sala de espera.",Secretaría de Bienestar (SEDESOL Yucatán)
"Hola, comida caliente para familiares en sala de espera.",Secretaría de Bienestar (SEDESOL Yucatán)
"Buen día, comida caliente para familiares en sala de espera, gracias",Secretaría de Bienestar (SEDESOL Yucatán)
ayuda economica urgente no tengo para comer hoy,Secretaría de Bienestar (SEDESOL Yucatán)
apoyo economica urgente no tengo para comer hoy,Secretaría de Bienestar (SEDESOL Yucatán)
ayuda economica con urgencia estoy sin para comer hoy,Secretaría de Bienestar (SEDESOL Yucatán)
"Buen día, asistencia economica urgente me falta para comer hoy.",Secretaría de Bienestar (SEDESOL Yucatán)
estoy viviendo en la calle necesito albergue,Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, estoy viviendo en la calle requiero albergue",Secretaría de Bienestar (SEDESOL Yucatán)
estoy viviendo en la calle me hace falta albergue.,Secretaría de Bienestar (SEDESOL Yucatán)
estoy viviendo en la calle preciso albergue.,Secretaría de Bienestar (SEDESOL Yucatán)
beca de excelencia academica convocatoria,Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
